"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.01",553.778864853678
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.025",629.307459854794
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.05",708.536861048517
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.1",809.422786571081
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.15",883.747730417724
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.2",946.760737479582
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.25",1001.28600862998
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.3",1052.54987923942
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.35",1103.59224460313
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.4",1146.36454056613
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.45",1193.09637413517
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.5",1242.63477582857
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.55",1293.66342433471
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.6",1344.05096317609
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.65",1397.25015306908
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.7",1456.68523110234
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.75",1521.25592878562
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.8",1594.98307722122
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.85",1683.04354511261
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.9",1807.28986917767
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.95",2004.6167820212
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.975",2183.80365180793
2024-03-30,"US",0,"wk inc flu hosp",2024-03-30,"quantile","0.99",2426.82866723485
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.01",504.050179545736
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.025",601.386490063543
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.05",695.979351873345
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.1",828.266315442452
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.15",928.370862870624
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.2",1014.06942635383
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.25",1088.44248573055
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.3",1162.87776413603
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.35",1232.76915666805
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.4",1296.86003744922
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.45",1366.92503372819
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.5",1441.44798837117
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.55",1524.41901254826
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.6",1597.14723307198
2024-03-30,"US",1,"wk inc flu hosp",2024-04-06,"quantile","0.65",1676.29240136856
